"species","cultivar","location","climatic_classification","climatic_data","year","dormancy_break_field","breaking_dormancy_40_baggiolini","begin_flowering_f5","flowering_f50","flowering_f90","end_flowering","ripening","bud_drop","flower_anomaly","spring_frost_damage","productivity","fruit_quality","rootstock","plantation_framework","training_system","irrigation_system","source","comment","country"
"Sweet Cherry","Pico Negro","Zaragoza","Arid Cold steppe ","Yes","2017",NA,NA,NA,2017-03-18,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Pico Negro","Zaragoza","Arid Cold steppe ","Yes","2018",NA,NA,NA,2018-04-06,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Pico Negro","Zaragoza","Arid Cold steppe ","Yes","2019",NA,NA,NA,2019-03-23,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Pico Negro","Zaragoza","Arid Cold steppe ","Yes","2021",NA,NA,NA,2021-03-21,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Pico Negro","Zaragoza","Arid Cold steppe ","Yes","2022",NA,NA,NA,2022-03-21,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","1991",NA,NA,NA,1991-03-29,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","1992",NA,NA,NA,1992-03-28,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","1993",NA,NA,NA,1993-03-31,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","1994",NA,NA,NA,1994-03-21,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","1995",NA,NA,NA,1995-03-22,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","1996",NA,NA,NA,1996-04-03,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","1997",NA,NA,NA,1997-03-15,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","1998",NA,NA,NA,1998-03-28,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","1999",NA,NA,NA,1999-03-28,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2000",NA,NA,NA,2000-03-16,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2001",NA,NA,NA,2001-03-21,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2009",NA,NA,NA,2009-03-25,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2010",NA,NA,NA,2010-04-05,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2011",NA,NA,NA,2011-03-29,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2012",NA,NA,NA,2012-03-28,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2013",NA,NA,NA,2013-04-01,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2014",NA,NA,NA,2014-03-31,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2015",NA,NA,NA,2015-04-03,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2016",NA,NA,NA,2016-04-01,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2017",NA,NA,NA,2017-03-17,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2018",NA,NA,NA,2018-04-03,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2019",NA,NA,NA,2019-03-20,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2021",NA,NA,NA,2021-03-22,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Ramón Oliva","Zaragoza","Arid Cold steppe ","Yes","2022",NA,NA,NA,2022-03-21,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","1991",NA,NA,NA,1991-03-29,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","1992",NA,NA,NA,1992-03-26,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","1993",NA,NA,NA,1993-04-05,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","1994",NA,NA,NA,1994-03-20,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","1995",NA,NA,NA,1995-03-24,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","1996",NA,NA,NA,1996-04-06,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","1997",NA,NA,NA,1997-03-16,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","1998",NA,NA,NA,1998-03-26,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","1999",NA,NA,NA,1999-03-27,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2000",NA,NA,NA,2000-04-13,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2001",NA,NA,NA,2001-03-23,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2009",NA,NA,NA,2009-03-26,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2010",NA,NA,NA,2010-04-01,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2011",NA,NA,NA,2011-03-29,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2012",NA,NA,NA,2012-03-30,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2013",NA,NA,NA,2013-04-01,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2014",NA,NA,NA,2014-03-26,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2015",NA,NA,NA,2015-04-01,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2016",NA,NA,NA,2016-04-01,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2017",NA,NA,NA,2017-03-17,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2018",NA,NA,NA,2018-04-02,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2019",NA,NA,NA,2019-03-22,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2021",NA,NA,NA,2021-03-18,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rainier","Zaragoza","Arid Cold steppe ","Yes","2022",NA,NA,NA,2022-03-21,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","1991",NA,NA,NA,1991-03-30,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","1992",NA,NA,NA,1992-03-25,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","1993",NA,NA,NA,1993-04-01,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","1994",NA,NA,NA,1994-03-18,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","1995",NA,NA,NA,1995-03-23,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","1996",NA,NA,NA,1996-04-01,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","1997",NA,NA,NA,1997-03-16,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","1998",NA,NA,NA,1998-03-26,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","1999",NA,NA,NA,1999-03-22,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2000",NA,NA,NA,2000-03-11,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2001",NA,NA,NA,2001-03-24,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2009",NA,NA,NA,2009-03-23,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2010",NA,NA,NA,2010-03-31,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2011",NA,NA,NA,2011-03-27,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2012",NA,NA,NA,2012-03-30,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2013",NA,NA,NA,2013-04-01,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2014",NA,NA,NA,2014-03-25,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2015",NA,NA,NA,2015-04-01,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2016",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2017",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2018",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2019",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2021",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Rubi","Zaragoza","Arid Cold steppe ","Yes","2022",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","1991",NA,NA,NA,1991-04-10,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","1992",NA,NA,NA,1992-04-08,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","1993",NA,NA,NA,1993-04-10,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","1994",NA,NA,NA,1994-03-25,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","1995",NA,NA,NA,1995-04-07,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","1996",NA,NA,NA,1996-04-13,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","1997",NA,NA,NA,1997-03-26,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","1998",NA,NA,NA,1998-04-08,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","1999",NA,NA,NA,1999-04-04,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2000",NA,NA,NA,2000-03-24,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2001",NA,NA,NA,2001-04-02,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2009",NA,NA,NA,2009-04-02,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2010",NA,NA,NA,2010-04-10,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2011",NA,NA,NA,2011-04-02,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2012",NA,NA,NA,2012-04-04,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2013",NA,NA,NA,2013-04-11,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2014",NA,NA,NA,2014-04-07,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2015",NA,NA,NA,2015-04-08,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2016",NA,NA,NA,2016-04-11,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2017",NA,NA,NA,2017-03-24,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2018",NA,NA,NA,2018-04-11,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2019",NA,NA,NA,2019-03-27,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2021",NA,NA,NA,2021-03-27,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sam","Zaragoza","Arid Cold steppe ","Yes","2022",NA,NA,NA,2022-03-31,NA,NA,NA,NA,"",NA,NA,NA,"Adara","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","1991",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","1992",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","1993",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","1994",NA,NA,NA,1994-03-19,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","1995",NA,NA,NA,1995-03-24,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","1996",NA,NA,NA,1996-04-01,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","1997",NA,NA,NA,1997-03-12,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","1998",NA,NA,NA,1998-03-27,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","1999",NA,NA,NA,1999-03-28,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","2000",NA,NA,NA,2000-03-14,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","2001",NA,NA,NA,2001-03-21,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","2009",NA,NA,NA,2009-03-23,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","2010",NA,NA,NA,2010-04-01,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
"Sweet Cherry","Sandom Rose","Zaragoza","Arid Cold steppe ","Yes","2011",NA,NA,NA,2011-03-26,NA,NA,NA,NA,"",NA,NA,NA,"Santa Lucia 64  (Prunus mahaleb)","3x5","Spanish bush","","","","Spain"
